,Query,Document
2830,Q90,D1083
2831,Q90,D1087
2832,Q90,D1128
2833,Q90,D1135
2834,Q90,D1168
2835,Q90,D1235
2836,Q90,D1273
2837,Q90,D1274
2838,Q90,D1278
2839,Q90,D1279
2840,Q90,D1285
2841,Q90,D1287
2842,Q90,D1289
2843,Q90,D1300
2844,Q90,D1301
2845,Q90,D1302
2846,Q90,D1304
2847,Q90,D1312
2848,Q90,D1313
2849,Q90,D1335
2850,Q90,D1338
2851,Q90,D1341
2852,Q90,D1344
2853,Q90,D1346
2854,Q90,D1380
2855,Q90,D1444
2856,Q92,D37
2857,Q92,D40
2858,Q92,D83
2859,Q92,D125
2860,Q92,D127
2861,Q92,D129
2862,Q92,D145
2863,Q92,D241
2864,Q92,D252
2865,Q92,D310
2866,Q92,D330
2867,Q92,D357
2868,Q92,D375
2869,Q92,D442
2870,Q92,D491
2871,Q92,D507
2872,Q92,D520
2873,Q92,D529
2874,Q92,D604
2875,Q92,D623
2876,Q92,D631
2877,Q92,D741
2878,Q92,D813
2879,Q92,D822
2880,Q92,D878
2881,Q92,D882
2882,Q92,D921
2883,Q92,D1076
2884,Q92,D1078
2885,Q92,D1104
2886,Q92,D1105
2887,Q92,D1112
2888,Q92,D1368
2889,Q92,D1370
2890,Q92,D1375
2891,Q92,D1376
2892,Q92,D1377
2893,Q92,D1396
2894,Q95,D54
2895,Q95,D319
2896,Q95,D430
2897,Q95,D443
2898,Q95,D445
2899,Q95,D447
2900,Q95,D449
2901,Q95,D455
2902,Q95,D464
2903,Q95,D745
2904,Q95,D810
2905,Q96,D319
2906,Q96,D430
2907,Q96,D443
2908,Q96,D445
2909,Q96,D447
2910,Q96,D449
2911,Q96,D455
2912,Q96,D464
2913,Q96,D745
2914,Q97,D54
2915,Q97,D531
2916,Q97,D790
2917,Q97,D810
2918,Q97,D824
2919,Q97,D895
2920,Q98,D90
2921,Q98,D124
2922,Q98,D378
2923,Q98,D416
2924,Q98,D451
2925,Q98,D475
2926,Q98,D484
2927,Q98,D495
2928,Q98,D508
2929,Q98,D512
2930,Q98,D528
2931,Q98,D546
2932,Q98,D567
2933,Q98,D579
2934,Q98,D593
2935,Q98,D594
2936,Q98,D606
2937,Q98,D611
2938,Q98,D626
2939,Q98,D637
2940,Q98,D642
2941,Q98,D779
2942,Q98,D796
2943,Q98,D809
2944,Q98,D1035
2945,Q98,D1079
2946,Q98,D1366
2947,Q98,D1368
2948,Q98,D1375
2949,Q99,D27
2950,Q99,D65
2951,Q99,D74
2952,Q99,D90
2953,Q99,D124
2954,Q99,D134
2955,Q99,D137
2956,Q99,D139
2957,Q99,D147
2958,Q99,D378
2959,Q99,D416
2960,Q99,D451
2961,Q99,D484
2962,Q99,D508
2963,Q99,D512
2964,Q99,D528
2965,Q99,D546
2966,Q99,D567
2967,Q99,D579
2968,Q99,D593
2969,Q99,D594
2970,Q99,D606
2971,Q99,D611
2972,Q99,D626
2973,Q99,D637
2974,Q99,D648
2975,Q99,D658
2976,Q99,D779
2977,Q99,D796
2978,Q99,D1035
2979,Q99,D1079
2980,Q99,D1366
2981,Q99,D1368
2982,Q99,D1375
2983,Q100,D13
2984,Q100,D24
2985,Q100,D138
2986,Q100,D180
2987,Q100,D232
2988,Q100,D376
2989,Q100,D672
2990,Q100,D682
2991,Q100,D861
2992,Q100,D863
2993,Q100,D880
2994,Q100,D892
2995,Q100,D1014
2996,Q100,D1057
2997,Q100,D1058
2998,Q100,D1059
2999,Q100,D1229
3000,Q100,D1371
3001,Q101,D1204
3002,Q102,D19
3003,Q102,D44
3004,Q102,D51
3005,Q102,D69
3006,Q102,D77
3007,Q102,D79
3008,Q102,D146
3009,Q102,D149
3010,Q102,D175
3011,Q102,D176
3012,Q102,D446
3013,Q102,D489
3014,Q102,D531
3015,Q102,D562
3016,Q102,D643
3017,Q102,D644
3018,Q102,D649
3019,Q102,D659
3020,Q102,D660
3021,Q102,D708
3022,Q102,D790
3023,Q102,D812
3024,Q102,D824
3025,Q102,D894
3026,Q104,D19
3027,Q104,D26
3028,Q104,D28
3029,Q104,D53
3030,Q104,D176
3031,Q104,D562
3032,Q104,D644
3033,Q104,D659
3034,Q104,D1103
3035,Q104,D1126
3036,Q104,D1134
3037,Q109,D3
3038,Q109,D39
3039,Q109,D41
3040,Q109,D42
3041,Q109,D47
3042,Q109,D48
3043,Q109,D66
3044,Q109,D76
3045,Q109,D88
3046,Q109,D89
3047,Q109,D95
3048,Q109,D96
3049,Q109,D97
3050,Q109,D102
3051,Q109,D103
3052,Q109,D104
3053,Q109,D105
3054,Q109,D107
3055,Q109,D108
3056,Q109,D109
3057,Q109,D111
3058,Q109,D112
3059,Q109,D113
3060,Q109,D155
3061,Q109,D314
3062,Q109,D343
3063,Q109,D356
3064,Q109,D362
3065,Q109,D439
3066,Q109,D440
3067,Q109,D503
3068,Q109,D513
3069,Q109,D543
3070,Q109,D544
3071,Q109,D560
3072,Q109,D602
3073,Q109,D613
3074,Q109,D618
3075,Q109,D632
3076,Q109,D749
3077,Q109,D753
3078,Q109,D819
3079,Q109,D893
3080,Q109,D1030
3081,Q109,D1061
3082,Q109,D1062
3083,Q109,D1087
3084,Q109,D1128
3085,Q109,D1135
3086,Q109,D1168
3087,Q109,D1235
3088,Q109,D1273
3089,Q109,D1274
3090,Q109,D1278
3091,Q109,D1279
3092,Q109,D1285
3093,Q109,D1287
3094,Q109,D1289
3095,Q109,D1300
3096,Q109,D1301
3097,Q109,D1302
3098,Q109,D1304
3099,Q109,D1312
3100,Q109,D1313
3101,Q109,D1335
3102,Q109,D1338
3103,Q109,D1341
3104,Q109,D1344
3105,Q109,D1346
3106,Q109,D1380
3107,Q109,D1444
3108,Q111,D328
3109,Q111,D422
3110,Q111,D448
3111,Q111,D485
3112,Q111,D503
3113,Q111,D509
